experiment,item,object,version,condition,setting,critical,central_word,distinguishing_word,notes,key inference,critical_masked,full_masked,bert_mask_all_mean,bert_mask_one_mean,bert_mask_all_sum,bert_mask_one_sum,roberta_mask_all_mean,roberta_mask_one_mean,roberta_mask_all_sum,roberta_mask_one_sum,bert_nsp,cd_cosine_bert_ln2,sc_cosine_bert_ln2
1,17,-,a,related,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom.",She looked around and found an eraser and some chalk in a cup to use on the blackboard.,blackboard,chalk,,,She looked around and found an eraser and some [MASK] in a cup to use on the blackboard.,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom. She looked around and found an eraser and some [MASK] in a cup to use on the blackboard.",3.5174295111899485,3.5174295111899485,3.5174295111899485,47.078369145721595,29.99940405875009,23.539184572860798,59.99880811750019,47.078369145721595,0.997857391834259,0.41326290369033813,0.19538569450378418
1,17,-,b,afforded,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom.",She looked around and found an eraser and some rice in a cup to use on the blackboard.,blackboard,rice,,,She looked around and found an eraser and some [MASK] in a cup to use on the blackboard.,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom. She looked around and found an eraser and some [MASK] in a cup to use on the blackboard.",13.076822451979337,13.076822451979337,13.076822451979337,48.65243873665261,48.65243873665261,48.65243873665261,48.65243873665261,48.65243873665261,0.9977019429206848,0.530464231967926,0.19290924072265625
1,17,-,c,nonafforded,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom.",She looked around and found a brush and some water in a cup to use on the blackboard.,blackboard,water,,,She looked around and found a brush and some [MASK] in a cup to use on the blackboard.,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom. She looked around and found a brush and some [MASK] in a cup to use on the blackboard.",3.3932763562511177,3.3932763562511177,3.3932763562511177,29.16440063206256,29.16440063206256,29.16440063206256,29.16440063206256,29.16440063206256,0.9973196387290956,0.6013725697994232,0.2185150384902954
1,18,-,a,nonafforded,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies.",She became so frustrated that she moved the Xerox machine into her mailbox to get some privacy.,privacy,her mailbox,,,She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies. She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.",13.529754461812539,4.145189862353992,40.58926338543762,49.515137578552725,25.149554480537766,24.75756878927637,50.29910896107553,49.515137578552725,0.9993583559989928,0.5462047457695007,0.16476041078567505
1,18,-,b,afforded,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies.",She became so frustrated that she moved the Xerox machine into the lavatory to get some privacy.,privacy,the lavatory,,,She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies. She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.",17.243388026143133,7.187487960311909,51.730164078429404,30.21718486604954,21.79549616451912,10.072394955349846,65.38648849355735,30.21718486604954,0.9993016719818116,0.5289086997509003,0.16380757093429565
1,18,-,c,related,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies.",She became so frustrated that she moved the Xerox machine into her office to get some privacy.,privacy,her office,,,She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies. She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.",4.485083168994752,2.323721059901815,8.970166337989504,27.772473811291558,16.884407171724796,13.886236905645776,33.76881434344959,27.772473811291558,0.9994434714317322,0.5404483675956726,0.16161924600601196
2,1,1,a,afforded,Susan and Sara were having a water fight in their kitchen.,Susan threw some hot water on Sara's arm and it burned the skin off her arm.,-,hot water,,,Susan threw some [MASK] on Sara's arm and it burned the skin off her arm.,Susan and Sara were having a water fight in their kitchen. Susan threw some [MASK] on Sara's arm and it burned the skin off her arm.,5.762891038020444,0.5279980640181914,11.525782076040889,27.95263125573853,13.665394461649525,13.976315627869266,27.33078892329905,27.95263125573853,0.9986190795898438,,0.3108173608779907
2,1,1,b,nonafforded,Susan and Sara were having a water fight in their kitchen.,Susan took a pitcher of hot water and poured it on Sara to cool her off.,-,hot water,,,Susan took a pitcher of [MASK] and poured it on Sara to cool her off.,Susan and Sara were having a water fight in their kitchen. Susan took a pitcher of [MASK] and poured it on Sara to cool her off.,3.0931109349220587,1.6965846686898227,6.186221869844117,28.79814246914092,14.230633472880664,14.399071234570458,28.461266945761327,28.79814246914092,0.9973819851875304,,0.3043929934501648
2,1,2,a,afforded,Susan and Sara were having a water fight in their kitchen.,Susan took a pitcher of cold water and poured it on Sara to cool her off.,-,cold water,,,Susan took a pitcher of [MASK] and poured it on Sara to cool her off.,Susan and Sara were having a water fight in their kitchen. Susan took a pitcher of [MASK] and poured it on Sara to cool her off.,2.112456607730784,1.1419835226215067,4.224913215461567,25.37496780428685,13.593617139378965,12.687483902143425,27.18723427875793,25.37496780428685,0.9972853660583496,,0.3140873312950134
2,1,2,b,nonafforded,Susan and Sara were having a water fight in their kitchen.,Susan threw some cold water on Sara's arm and it burned the skin of off her arm.,-,cold water,,,Susan threw some [MASK] on Sara's arm and it burned the skin of off her arm.,Susan and Sara were having a water fight in their kitchen. Susan threw some [MASK] on Sara's arm and it burned the skin of off her arm.,7.942533677473795,1.6360182098786196,15.88506735494759,27.39471765393917,15.076282215046339,13.697358826969587,30.152564430092678,27.39471765393917,0.9987738728523254,,0.34010058641433716
2,2,1,a,afforded,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before.,"Since she couldn't reach the ceiling, she stuck her broom up in the air to try to get a piece of gum off her ceiling tile.",-,ceiling tile,,,"Since she couldn't reach the ceiling, she stuck her broom up in the air to try to get a piece of gum off her [MASK] .","Kate was cleaning her kitchen on Sunday morning after a big party she had the night before. Since she couldn't reach the ceiling, she stuck her broom up in the air to try to get a piece of gum off her [MASK] .",18.07032349993495,6.741517046038942,36.14064699986989,34.57833245279575,26.48460829712872,11.526110817598585,79.45382489138616,34.57833245279575,0.9987932443618774,,0.3092312812805176
2,2,1,b,nonafforded,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before.,She got down on her hands and knees to scrape the beer stains off the ceiling tile.,-,ceiling tile,,,She got down on her hands and knees to scrape the beer stains off the [MASK] .,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before. She got down on her hands and knees to scrape the beer stains off the [MASK] .,8.161674266908335,5.598630340383433,16.32334853381667,35.53860937802831,19.825930741286964,11.846203126009435,59.4777922238609,35.53860937802831,0.9990868568420409,,0.35007375478744507
2,2,2,a,afforded,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before.,She got down on her hands and knees to scrape the beer stains off the floor tile.,-,floor tile,,,She got down on her hands and knees to scrape the beer stains off the [MASK] .,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before. She got down on her hands and knees to scrape the beer stains off the [MASK] .,6.0861050468582265,8.861211029172699,12.172210093716451,45.82913105448589,19.241958675251233,22.914565527242946,38.483917350502466,45.82913105448589,0.999013900756836,,0.3479781150817871
2,2,2,b,nonafforded,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before.,"Since she couldn't reach the ceiling, she stuck her broom up broom uppom up in the air to try to get a piece of gum off her floor tile.",-,floor tile,,,"Since she couldn't reach the ceiling, she stuck her broom up broom uppom up in the air to try to get a piece of gum off her [MASK] .","Kate was cleaning her kitchen on Sunday morning after a big party she had the night before. Since she couldn't reach the ceiling, she stuck her broom up broom uppom up in the air to try to get a piece of gum off her [MASK] .",16.763662127293266,8.548120609896879,33.52732425458653,38.43333384510238,23.013962015323308,19.21666692255119,46.027924030646616,38.43333384510238,0.9986920952796936,,0.3055729866027832
2,3,1,a,afforded,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep.,She grabbed a teddy bear out of her backpack to cuddle with while she slept.,-,teddy bear,,,She grabbed a [MASK] out of her backpack to cuddle with while she slept.,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep. She grabbed a [MASK] out of her backpack to cuddle with while she slept.,9.964073897711199,0.043593126251957104,19.928147795422397,47.183856578140286,21.492988767808868,15.727952192713433,64.4789663034266,47.183856578140286,0.9994068145751952,,0.22602075338363647
2,3,1,b,nonafforded,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep.,She screamed as she saw a large teddy bear eating their leftover dinner.,-,teddy bear,,,She screamed as she saw a large [MASK] eating their leftover dinner.,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep. She screamed as she saw a large [MASK] eating their leftover dinner.,10.558323582320154,1.709753106791864,21.11664716464031,44.565006337049454,25.781941500978387,14.855002112349815,77.34582450293517,44.565006337049454,0.9990585446357728,,0.24444913864135742
2,3,2,a,afforded,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep.,She screamed as she saw a large grizzly bear eating their leftover dinner.,-,grizzly bear,,,She screamed as she saw a large [MASK] eating their leftover dinner.,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep. She screamed as she saw a large [MASK] eating their leftover dinner.,12.67146726338856,9.001353098644033,38.014401790165685,12.811035588575244,20.548117161497128,2.5622071177150487,102.74058580748564,12.811035588575244,0.9993383288383484,,0.28203070163726807
2,3,2,b,nonafforded,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep.,She grabbed a grizzly bear out of her backpack to cuddle with while she slept.,-,grizzly bear,,,She grabbed a [MASK] out of her backpack to cuddle with while she slept.,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep. She grabbed a [MASK] out of her backpack to cuddle with while she slept.,17.3030291466501,9.376852897934643,51.90908743995031,18.427480193547016,18.479612479848466,3.6854960387094033,92.3980623992423,18.427480193547016,0.9995611310005188,,0.2275855541229248
2,4,1,a,afforded,Bill noticed that there was water dripping from his ceiling.,Bill used a thin plastic sheet to protect his chair from the water.,-,plastic sheet,,,Bill used a thin [MASK] to protect his chair from the water.,Bill noticed that there was water dripping from his ceiling. Bill used a thin [MASK] to protect his chair from the water.,3.068020756617133,3.2076342049006112,6.136041513234266,20.983553307743854,17.80588071063954,6.9945177692479525,53.41764213191861,20.983553307743854,0.999155044555664,,0.23597657680511475
2,4,1,b,nonafforded,Bill noticed that there was water dripping from his ceiling.,Bill used a thin plastic sheet to absorb the water that had fallen.,-,plastic sheet,,,Bill used a thin [MASK] to absorb the water that had fallen.,Bill noticed that there was water dripping from his ceiling. Bill used a thin [MASK] to absorb the water that had fallen.,3.9481590076081816,3.4310231164891833,7.896318015216362,20.596785698020955,18.6626009121558,6.865595232673652,55.98780273646739,20.596785698020955,0.9992018342018129,,0.20824772119522095
2,4,2,a,afforded,Bill noticed that there was water dripping from his ceiling.,Bill used a thin cloth sheet to absorb the water that had fallen.,-,cloth sheet,,,Bill used a thin [MASK] to absorb the water that had fallen.,Bill noticed that there was water dripping from his ceiling. Bill used a thin [MASK] to absorb the water that had fallen.,4.973644987825205,7.798285962936668,9.94728997565041,26.045868851472417,11.871249322506502,13.022934425736208,23.742498645013004,26.045868851472417,0.9993224143981934,,0.19537091255187988
2,4,2,b,nonafforded,Bill noticed that there was water dripping from his ceiling.,Bill used a thin cloth sheet to protect his chair from the water.,-,cloth sheet,,,Bill used a thin [MASK] to protect his chair from the water.,Bill noticed that there was water dripping from his ceiling. Bill used a thin [MASK] to protect his chair from the water.,3.8686293874600963,7.402556187456884,7.737258774920193,25.36405820635284,11.470697281771647,12.68202910317642,22.94139456354329,25.36405820635284,0.9992733597755432,,0.2178444266319275
2,5,1,a,afforded,Richard was digging through a box of junk in his basement.,He crushed a ping pong ball in his hand.,-,ping pong ball,,,He crushed a [MASK] in his hand.,Richard was digging through a box of junk in his basement. He crushed a [MASK] in his hand.,20.651604536142173,3.1597299694659964,82.60641814456869,45.763464293197785,20.2660618140358,11.440866073299446,81.06424725614319,45.763464293197785,0.9995691180229188,,0.32845354080200195
2,5,1,b,nonafforded,Richard was digging through a box of junk in his basement.,He sunk a ping pong ball in a bucket of water.,-,ping pong ball,,,He sunk a [MASK] in a bucket of water.,Richard was digging through a box of junk in his basement. He sunk a [MASK] in a bucket of water.,23.238877002867977,3.204842565845735,92.9555080114719,45.15446610706614,20.14225977325161,11.288616526766535,80.56903909300644,45.15446610706614,0.9995121955871582,,0.277282178401947
2,5,2,a,afforded,Richard was digging through a box of junk in his basement.,He sunk a steel ball in a bucket of water.,-,steel ball,,,He sunk a [MASK] in a bucket of water.,Richard was digging through a box of junk in his basement. He sunk a [MASK] in a bucket of water.,10.652870724758417,8.087999589033721,21.305741449516827,55.75997432458429,23.59021897458631,27.879987162292146,47.180437949172614,55.75997432458429,0.9993601441383362,,0.2281227707862854
2,5,2,b,nonafforded,Richard was digging through a box of junk in his basement.,He crushed a steel ball in his haaand.,-,steel ball,,,He crushed a [MASK] in his haaand.,Richard was digging through a box of junk in his basement. He crushed a [MASK] in his haaand.,10.192557202628377,8.026309560674713,20.38511440525675,57.01567893093358,22.698859912339678,28.50783946546679,45.397719824679356,57.01567893093358,0.9991933703422546,,0.29038935899734497
2,6,1,a,afforded,Henry had just finished skinny dipping in the lake.,He covered up his body with his beach towel.,-,beach towel,,,He covered up his body with his [MASK] .,Henry had just finished skinny dipping in the lake. He covered up his body with his [MASK] .,8.059119486483327,2.8425285845253434,16.118238972966655,34.419595814843625,19.8274111862513,11.473198604947875,59.4822335587539,34.419595814843625,0.9992647767066956,,0.30710291862487793
2,6,1,b,nonafforded,Henry had just finished skinny dipping in the lake.,He pulled out a beach towel from his jeans' pocket.,-,beach towel,,,He pulled out a [MASK] from his jeans' pocket.,Henry had just finished skinny dipping in the lake. He pulled out a [MASK] from his jeans' pocket.,11.631557605300728,2.1705591595532896,23.26311521060145,34.61158895447162,19.33364331932,11.537196318157209,58.000929957959976,34.61158895447162,0.998653531074524,,0.3538389801979065
2,6,2,a,afforded,Henry had just finished skinny dipping in the lake.,He pulled out a hand towel from his jeans' pocket.,-,hand towel,,,He pulled out a [MASK] from his jeans' pocket.,Henry had just finished skinny dipping in the lake. He pulled out a [MASK] from his jeans' pocket.,12.636935804922139,4.297834653920789,25.273871609844278,27.43201985917681,19.44486350146948,13.716009929588404,38.88972700293896,27.43201985917681,0.9977134466171264,,0.3975253701210022
2,6,2,b,nonafforded,Henry had just finished skinny dipping in the lake.,He covered up his body with his hand towel.,-,hand towel,,,He covered up his body with his [MASK] .,Henry had just finished skinny dipping in the lake. He covered up his body with his [MASK] .,8.885608491303552,2.997927066954268,17.771216982607104,31.707378092904293,16.091879039068164,15.853689046452146,32.18375807813633,31.707378092904293,0.9990556836128236,,0.35914480686187744
2,7,1,a,afforded,John was cleaning up his garage.,He put all the old baseballs he found into a garbage can.,-,garbage can,,,He put all the old baseballs he found into a [MASK] .,John was cleaning up his garage. He put all the old baseballs he found into a [MASK] .,7.2057290064127,2.9025209287272697,14.4114580128254,12.67560776524268,21.7610063035704,4.225202588414226,65.2830189107112,12.67560776524268,0.998982846736908,,0.24777477979660034
2,7,1,b,nonafforded,John was cleaning up his garage.,He found an old garbage can and put it in his glove compartment.,-,garbage can,,,He found an old [MASK] and put it in his glove compartment.,John was cleaning up his garage. He found an old [MASK] and put it in his glove compartment.,12.783798067583046,2.010770005388681,25.56759613516609,11.828228104911535,24.224257573345646,3.9427427016371785,72.67277272003693,11.828228104911535,0.9984530210494996,,0.25812357664108276
2,7,2,a,afforded,John was cleaning up his garage.,He found an old soda can and put it in his glove compartment.,-,soda can,,,He found an old [MASK] and put it in his glove compartment.,John was cleaning up his garage. He found an old [MASK] and put it in his glove compartment.,14.043459298277098,3.5700339253574724,28.086918596554195,24.180385015745834,19.678989263723995,8.060128338581945,59.03696779117199,24.180385015745834,0.998815655708313,,0.2631946802139282
2,7,2,b,nonafforded,John was cleaning up his garage.,He put all the old baseballs he found into a soda can.,-,soda can,,,He put all the old baseballs he found into a [MASK] .,John was cleaning up his garage. He put all the old baseballs he found into a [MASK] .,12.714156106958132,7.914990802036513,25.428312213916264,27.71489791756154,22.467920566072262,9.238299305853847,67.4037616982168,27.71489791756154,0.9993855953216552,,0.25082844495773315
2,8,1,a,afforded,Janice was sitting in her den.,The ticking of the desk clock was annoying her so she placed it in her drawer.,-,desk clock,,,The ticking of the [MASK] was annoying her so she placed it in her drawer.,Janice was sitting in her den. The ticking of the [MASK] was annoying her so she placed it in her drawer.,5.533907151520995,5.070475607007396,11.06781430304199,27.13458725732304,16.76724905900173,9.044862419107679,50.301747177005176,27.13458725732304,0.999560296535492,,0.3323819041252136
2,8,1,b,nonafforded,Janice was sitting in her den.,"She wanted to hide a folder from her husband, so she put it inside the desk clock.",-,desk clock,,,"She wanted to hide a folder from her husband, so she put it inside the [MASK] .","Janice was sitting in her den. She wanted to hide a folder from her husband, so she put it inside the [MASK] .",15.950604824531672,18.760348468039826,31.901209649063354,45.96490404609372,21.888749594543626,15.32163468203124,65.66624878363089,45.96490404609372,0.9972046017646791,,0.3007311224937439
2,8,2,a,afforded,Janice was sitting in her den.,The ticking of the grandfather clock was annoying her so she placed it in her drawer.,-,grandfather clock,,,The ticking of the [MASK] was annoying her so she placed it in her drawer.,Janice was sitting in her den. The ticking of the [MASK] was annoying her so she placed it in her drawer.,6.548290028863555,1.6643926545096457,13.09658005772711,32.368968194290055,21.171481427218076,10.789656064763351,63.514444281654214,32.368968194290055,0.999693751335144,,0.33263880014419556
2,8,2,b,nonafforded,Janice was sitting in her den.,"She wanted to hide a folder from her husband, so she put it inside the grandfather clock.",-,grandfather clock,,,"She wanted to hide a folder from her husband, so she put it inside the [MASK] .","Janice was sitting in her den. She wanted to hide a folder from her husband, so she put it inside the [MASK] .",20.599514840904888,3.283216008957943,41.199029681809776,30.99513743743721,24.332092749510412,10.331712479145738,72.9962782485312,30.99513743743721,0.9978838562965392,,0.3044862151145935
2,9,1,a,afforded,Julie needed some extra money to pay bills. ,She decided she would rent out the extra room in her ranch house to college students.,-,ranch house,,,She decided she would rent out the extra room in her [MASK] to college students.,Julie needed some extra money to pay bills.  She decided she would rent out the extra room in her [MASK] to college students.,11.358783697123927,6.611817349970202,22.71756739424785,42.51551794970378,23.379026359345087,21.25775897485189,46.75805271869017,42.51551794970378,0.9992951154708862,,0.23216032981872559
2,9,1,b,nonafforded,Julie needed some extra money to pay bills. ,She decided to throw her ranch house into the backseat of her car and take it to the pawn shop.,-,ranch house,,,She decided to throw her [MASK] into the backseat of her car and take it to the pawn shop.,Julie needed some extra money to pay bills.  She decided to throw her [MASK] into the backseat of her car and take it to the pawn shop.,20.039331222605934,10.873619061769832,40.07866244521188,51.915152373049935,27.10046852998633,25.957576186524967,54.20093705997267,51.915152373049935,0.9992423057556152,,0.3052316904067993
2,9,2,a,afforded,Julie needed some extra money to pay bills. ,She decided to throw her doll house into the backseat of her car and take it to the pawn shop.,-,doll house,,,She decided to throw her [MASK] into the backseat of her car and take it to the pawn shop.,Julie needed some extra money to pay bills.  She decided to throw her [MASK] into the backseat of her car and take it to the pawn shop.,20.95821023684823,10.89567928311448,41.91642047369646,37.00169063386664,18.830062273556045,12.333896877955544,56.49018682066817,37.00169063386664,0.9990583062171936,,0.30912238359451294
2,9,2,b,nonafforded,Julie needed some extra money to pay bills. ,She decided she would rent out the extra room in her doll house to college students.,-,doll house,,,She decided she would rent out the extra room in her [MASK] to college students.,Julie needed some extra money to pay bills.  She decided she would rent out the extra room in her [MASK] to college students.,14.678494946402278,7.829126919418662,29.35698989280456,41.985689607108576,20.13926583210672,13.995229869036196,60.417797496320155,41.985689607108576,0.9991383552551271,,0.24267107248306274
2,10,1,a,afforded,Brian had many things to do before his father came to see his new apartment.,He picked up his matchbox car and set it on the train set to make it appear more realistic.,-,matchbox car,,,He picked up his [MASK] and set it on the train set to make it appear more realistic.,Brian had many things to do before his father came to see his new apartment. He picked up his [MASK] and set it on the train set to make it appear more realistic.,15.365493140304599,10.971878866193194,46.09647942091381,34.43799419688789,19.340661668364078,11.479331398962634,58.02198500509225,34.43799419688789,0.9968456625938416,,0.24809038639068604
2,10,1,b,nonafforded,Brian had many things to do before his father came to see his new apartment.,He drove his matchbox car to the shopping mall to pick up his roommates.,-,matchbox car,,,He drove his [MASK] to the shopping mall to pick up his roommates.,Brian had many things to do before his father came to see his new apartment. He drove his [MASK] to the shopping mall to pick up his roommates.,20.09671611845288,9.192216629308527,60.290148355358646,32.231770839373944,24.191325377543386,10.743923613124645,72.57397613263015,32.231770839373944,0.9979323148727416,,0.22305798530578613
2,10,2,a,afforded,Brian had many things to do before his father came to see his new apartment.,He drove his luxury car to the shopping mall to pick up his roommates.,-,luxury car,,,He drove his [MASK] to the shopping mall to pick up his roommates.,Brian had many things to do before his father came to see his new apartment. He drove his [MASK] to the shopping mall to pick up his roommates.,17.2019138944563,8.098598417450324,34.4038277889126,22.673639168453988,24.4506866881106,7.5578797228179955,73.3520600643318,22.673639168453988,0.9982642531394958,,0.2101612091064453
2,10,2,b,nonafforded,Brian had many things to do before his father came to see his new apartment.,He picked up his luxury car and set it on the train set to make it appear more realistic.,-,luxury car,,,He picked up his [MASK] and set it on the train set to make it appear more realistic.,Brian had many things to do before his father came to see his new apartment. He picked up his [MASK] and set it on the train set to make it appear more realistic.,12.182025284455554,8.768356066336455,24.364050568911107,24.35849832610057,23.464551343510852,8.119499442033524,70.39365403053256,24.35849832610057,0.9972763657569884,,0.24732095003128052
2,11,1,a,afforded,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options.",He decided to use his VCR to record his favorite TV show on some video tape.,-,video tape,,,He decided to use his VCR to record his favorite TV show on some [MASK] .,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options. He decided to use his VCR to record his favorite TV show on some [MASK] .",6.9018105680366215,5.901107564095732,13.803621136073243,30.96830111962856,15.654834933447056,15.48415055981428,31.30966986689411,30.96830111962856,0.9986132383346558,,0.1692790389060974
2,11,1,b,nonafforded,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options.",He decided to use some video tape to hold a poster to the wall.,-,video tape,,,He decided to use some [MASK] to hold a poster to the wall.,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options. He decided to use some [MASK] to hold a poster to the wall.",8.78335390700843,4.9222431649456935,17.56670781401686,36.99048227916117,18.817678038953574,18.495241139580585,37.63535607790715,36.99048227916117,0.9987080097198486,,0.18625175952911377
2,11,2,a,afforded,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options.",He decided to use some masking tape to hold a poster to the wall. ,-,masking tape,,,He decided to use some [MASK] to hold a poster to the wall. ,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options. He decided to use some [MASK] to hold a poster to the wall. ",16.917621025067312,7.876241072257294,50.752863075201944,36.69988993483719,21.980511059742074,12.233296644945733,65.94153317922623,36.69988993483719,0.9986655712127686,,0.19247126579284668
2,11,2,b,nonafforded,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options.",He decided to use his VCR to record his favorite TV show on some masking tape.,-,masking tape,,,He decided to use his VCR to record his favorite TV show on some [MASK] .,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options. He decided to use his VCR to record his favorite TV show on some [MASK] .",18.66023318455164,9.697358061228023,55.980699553654915,30.47397745518839,21.017508962591787,10.157992485062797,63.052526887775365,30.47397745518839,0.9987769722938538,,0.16670769453048706
2,12,1,a,afforded,Jen was testing the characteristics of lake water.,She ice skated on the frozen water.,-,frozen water,,,She ice skated on the [MASK] .,Jen was testing the characteristics of lake water. She ice skated on the [MASK] .,8.10865134526705,5.0077116221184585,16.2173026905341,18.623949985662986,16.46310473160955,6.20798332855433,49.38931419482864,18.623949985662986,0.9990646243095398,,0.34854763746261597
2,12,1,b,nonafforded,Jen was testing the characteristics of lake water.,She poured the frozen water out of the bottle.,-,frozen water,,,She poured the [MASK] out of the bottle.,Jen was testing the characteristics of lake water. She poured the [MASK] out of the bottle.,6.874795997859362,8.156207558580489,13.749591995718724,25.993743920456616,15.482832631586405,8.66458130681887,46.44849789475921,25.993743920456616,0.9986811280250548,,0.2810893654823303
2,12,2,a,afforded,Jen was testing the characteristics of lake water.,She poured the warm water out of the bottle.,-,warm water,,,She poured the [MASK] out of the bottle.,Jen was testing the characteristics of lake water. She poured the [MASK] out of the bottle.,4.216886069141639,4.4026417401971605,8.433772138283278,28.741197793366343,16.076307411073408,14.370598896683171,32.152614822146816,28.741197793366343,0.9986799359321594,,0.2835429906845093
2,12,2,b,nonafforded,Jen was testing the characteristics of lake water.,She ice skated on the warm water.,-,warm water,,,She ice skated on the [MASK] .,Jen was testing the characteristics of lake water. She ice skated on the [MASK] .,9.447594734897043,4.743923976411913,18.89518946979409,31.08514361193768,22.82962449064291,15.54257180596884,45.65924898128581,31.08514361193768,0.99884295463562,,0.32087498903274536
2,13,1,a,afforded,Amy was shopping for bridesmaid dresses.,She didn't like how shoulder pads looked in long-sleeved dresses.,-,long-sleeved dresses,,,She didn't like how shoulder pads looked in [MASK] .,Amy was shopping for bridesmaid dresses. She didn't like how shoulder pads looked in [MASK] .,14.85087580855047,1.077385250960112,74.25437904275235,24.810725577261408,17.921485194324323,4.135120929543569,107.52891116594596,24.810725577261408,0.9973790645599364,0.13373976945877075,0.32748866081237793
2,13,1,b,nonafforded,Amy was shopping for bridesmaid dresses.,Long-sleeved dresses showed off women's beautifully toned arms.,-,long-sleeved dresses,,, [MASK] showed off women's beautifully toned arms.,Amy was shopping for bridesmaid dresses.  [MASK] showed off women's beautifully toned arms.,11.53361631809592,1.1444396405260346,57.6680815904796,22.93164198662507,16.748422621915754,3.8219403311041766,100.49053573149452,22.93164198662507,0.99784255027771,0.1339372992515564,0.2932472825050354
2,13,2,a,afforded,Amy was shopping for bridesmaid dresses.,Strapless dresses showed off women's beautifully toned arms.,-,strapless dresses,,, [MASK] showed off women's beautifully toned arms.,Amy was shopping for bridesmaid dresses.  [MASK] showed off women's beautifully toned arms.,16.717924662309894,4.6136926669274345,50.153773986929686,22.805149507890054,17.946113116817735,7.601716502630018,53.838339350453204,22.805149507890054,0.9972981810569764,,0.28321129083633423
2,13,2,b,nonafforded,Amy was shopping for bridesmaid dresses.,She didn't like how shoulder pads looked in strapless dresses.,-,strapless dresses,,,She didn't like how shoulder pads looked in [MASK] .,Amy was shopping for bridesmaid dresses. She didn't like how shoulder pads looked in [MASK] .,19.03463332181682,4.6345657484319736,57.10389996545046,37.39602980592332,22.68020689399839,12.465343268641107,68.04062068199518,37.39602980592332,0.9973948001861572,,0.3061079978942871
2,14,1,a,afforded,Karen had just finished being pampered at the salon.,She didn't want to cover up her beautifully polished toenails by slipping on her socks and shoes.,-,toenails,,,She didn't want to cover up her beautifully polished [MASK] by slipping on her socks and shoes.,Karen had just finished being pampered at the salon. She didn't want to cover up her beautifully polished [MASK] by slipping on her socks and shoes.,10.979931875590394,5.14125892161399,32.93979562677117,22.1906055926376,17.015868061929165,7.396868530879197,51.0476041857875,22.1906055926376,0.9961156845092772,,0.34046757221221924
